   7.0000000e+01   8.5000000e+00   8.6330000e+00   8.7260000e+00   8.7970000e+00   8.8420000e+00   8.8740000e+00   8.8950000e+00   8.9100000e+00   8.9200000e+00   8.9270000e+00   8.9320000e+00   8.9360000e+00   8.9380000e+00   8.9390000e+00   8.9410000e+00
   2.0000000e-03   2.5387995e+10   2.5153088e+10   2.4916499e+10   2.4669345e+10   2.4420523e+10   2.4166434e+10   2.3919406e+10   2.3663856e+10   2.3418574e+10   2.3171809e+10   2.2918086e+10   2.2640964e+10   2.2347880e+10   2.2202166e+10   2.1917069e+10
   8.0404040e-03   2.5153845e+10   2.4921594e+10   2.4687658e+10   2.4443242e+10   2.4197147e+10   2.3945829e+10   2.3701483e+10   2.3448699e+10   2.3206066e+10   2.2961961e+10   2.2710967e+10   2.2436822e+10   2.2146881e+10   2.2002728e+10   2.1720674e+10
   1.4080808e-02   2.4644470e+10   2.4417986e+10   2.4189808e+10   2.3951340e+10   2.3711169e+10   2.3465867e+10   2.3227348e+10   2.2980572e+10   2.2743691e+10   2.2505364e+10   2.2260300e+10   2.1992621e+10   2.1709506e+10   2.1568743e+10   2.1293300e+10
   2.0121212e-02   2.3874277e+10   2.3656482e+10   2.3436983e+10   2.3207479e+10   2.2976237e+10   2.2740008e+10   2.2510273e+10   2.2272557e+10   2.2044351e+10   2.1814737e+10   2.1578615e+10   2.1320687e+10   2.1047867e+10   2.0912219e+10   2.0646747e+10
   2.6161616e-02   2.2864834e+10   2.2658370e+10   2.2450190e+10   2.2232381e+10   2.2012792e+10   2.1788403e+10   2.1570135e+10   2.1344246e+10   2.1127366e+10   2.0909127e+10   2.0684680e+10   2.0439485e+10   2.0180109e+10   2.0051140e+10   1.9798690e+10
   3.2202020e-02   2.1643999e+10   2.1451147e+10   2.1256569e+10   2.1052817e+10   2.0847241e+10   2.0637093e+10   2.0432617e+10   2.0220957e+10   2.0017703e+10   1.9813152e+10   1.9602753e+10   1.9372880e+10   1.9129684e+10   1.9008753e+10   1.8771980e+10
   3.8242424e-02   2.0244809e+10   2.0067424e+10   1.9888307e+10   1.9700544e+10   1.9510911e+10   1.9316970e+10   1.9128194e+10   1.8932732e+10   1.8744991e+10   1.8556026e+10   1.8361625e+10   1.8149203e+10   1.7924437e+10   1.7812661e+10   1.7593749e+10
   4.4282828e-02   1.8704178e+10   1.8543644e+10   1.8381382e+10   1.8211056e+10   1.8038822e+10   1.7862573e+10   1.7690939e+10   1.7513166e+10   1.7342370e+10   1.7170429e+10   1.6993507e+10   1.6800151e+10   1.6595523e+10   1.6493753e+10   1.6294365e+10
   5.0323232e-02   1.7061474e+10   1.6918682e+10   1.6774173e+10   1.6622229e+10   1.6468348e+10   1.6310767e+10   1.6157226e+10   1.5998127e+10   1.5845224e+10   1.5691261e+10   1.5532800e+10   1.5359585e+10   1.5176233e+10   1.5085034e+10   1.4906282e+10
   5.6363636e-02   1.5357044e+10   1.5232383e+10   1.5106028e+10   1.4972897e+10   1.4837816e+10   1.4699364e+10   1.4564371e+10   1.4424420e+10   1.4289866e+10   1.4154345e+10   1.4014823e+10   1.3862275e+10   1.3700758e+10   1.3620409e+10   1.3462845e+10
   6.2404040e-02   1.3630742e+10   1.3524116e+10   1.3415833e+10   1.3301451e+10   1.3185122e+10   1.3065763e+10   1.2949287e+10   1.2828460e+10   1.2712237e+10   1.2595141e+10   1.2474547e+10   1.2342657e+10   1.2202969e+10   1.2133470e+10   1.1997102e+10
   6.8444444e-02   1.1920548e+10   1.1831410e+10   1.1740669e+10   1.1644508e+10   1.1546426e+10   1.1445654e+10   1.1347214e+10   1.1245020e+10   1.1146664e+10   1.1047532e+10   1.0945394e+10   1.0833653e+10   1.0715263e+10   1.0656350e+10   1.0540674e+10
   7.4484848e-02   1.0261322e+10   1.0188727e+10   1.0114597e+10   1.0035715e+10   9.9549629e+09   9.8718562e+09   9.7905691e+09   9.7061025e+09   9.6247507e+09   9.5427182e+09   9.4581566e+09   9.3656078e+09   9.2675093e+09   9.2186833e+09   9.1227395e+09
   8.0525253e-02   8.6837510e+09   8.6264140e+09   8.5676281e+09   8.5047389e+09   8.4400514e+09   8.3733352e+09   8.3079732e+09   8.2399743e+09   8.1744255e+09   8.1082898e+09   8.0400738e+09   7.9653790e+09   7.8861633e+09   7.8467265e+09   7.7691617e+09
   8.6565657e-02   7.2135251e+09   7.1699007e+09   7.1249281e+09   7.0764683e+09   7.0263067e+09   6.9744260e+09   6.9234904e+09   6.8704188e+09   6.8192025e+09   6.7674895e+09   6.7141099e+09   6.6556269e+09   6.5935640e+09   6.5626580e+09   6.5018067e+09
   9.2606061e-02   5.8707781e+09   5.8391363e+09   5.8062603e+09   5.7704730e+09   5.7331020e+09   5.6943014e+09   5.6560984e+09   5.6162116e+09   5.5776629e+09   5.5387031e+09   5.4984495e+09   5.4543157e+09   5.4074421e+09   5.3840925e+09   5.3380615e+09
   9.8646465e-02   4.6697931e+09   4.6483003e+09   4.6256984e+09   4.6007137e+09   4.5742825e+09   4.5466877e+09   4.5194068e+09   4.4908411e+09   4.4631781e+09   4.4351834e+09   4.4062232e+09   4.3744422e+09   4.3406520e+09   4.3238133e+09   4.2905685e+09
   1.0468687e-01   3.6189782e+09   3.6057753e+09   3.5915965e+09   3.5755113e+09   3.5581324e+09   3.5398293e+09   3.5216202e+09   3.5024694e+09   3.4838686e+09   3.4650087e+09   3.4454645e+09   3.4239898e+09   3.4011237e+09   3.3897236e+09   3.3671763e+09
   1.1072727e-01   2.7210940e+09   2.7143688e+09   2.7068059e+09   2.6977576e+09   2.6875793e+09   2.6766884e+09   2.6657324e+09   2.6541215e+09   2.6427881e+09   2.6312604e+09   2.6192826e+09   2.6060972e+09   2.5920255e+09   2.5850060e+09   2.5710928e+09
   1.1676768e-01   1.9737063e+09   1.9717569e+09   1.9691091e+09   1.9653405e+09   1.9606118e+09   1.9553535e+09   1.9499267e+09   1.9440772e+09   1.9383074e+09   1.9324002e+09   1.9262309e+09   1.9194168e+09   1.9121133e+09   1.9084676e+09   1.9012222e+09
   1.2280808e-01   1.3698250e+09   1.3711118e+09   1.3718373e+09   1.3717502e+09   1.3708742e+09   1.3696231e+09   1.3681492e+09   1.3664333e+09   1.3646663e+09   1.3628106e+09   1.3608376e+09   1.3586345e+09   1.3562386e+09   1.3550416e+09   1.3526547e+09
   1.2884848e-01   8.9868535e+08   9.0187041e+08   9.0462510e+08   9.0682151e+08   9.0839619e+08   9.0972285e+08   9.1081351e+08   9.1179572e+08   9.1265421e+08   9.1346429e+08   9.1426242e+08   9.1511315e+08   9.1597755e+08   9.1640993e+08   9.1727596e+08
   1.3488889e-01   5.4662133e+08   5.5059364e+08   5.5425743e+08   5.5756635e+08   5.6041215e+08   5.6311110e+08   5.6559329e+08   5.6805929e+08   5.7037636e+08   5.7267734e+08   5.7503689e+08   5.7761853e+08   5.8034235e+08   5.8170697e+08   5.8445669e+08
   1.4092929e-01   2.9798098e+08   3.0186840e+08   3.0555726e+08   3.0904814e+08   3.1222179e+08   3.1532601e+08   3.1825633e+08   3.2122754e+08   3.2406132e+08   3.2690381e+08   3.2984578e+08   3.3308635e+08   3.3653302e+08   3.3826383e+08   3.4178206e+08
   1.4696970e-01   1.3603440e+08   1.3920254e+08   1.4226803e+08   1.4525099e+08   1.4804646e+08   1.5082877e+08   1.5349511e+08   1.5623074e+08   1.5886650e+08   1.6152882e+08   1.6430748e+08   1.6738896e+08   1.7068960e+08   1.7235337e+08   1.7578302e+08
   1.5301010e-01   4.3829638e+07   4.5869167e+07   4.7886425e+07   4.9900785e+07   5.1838702e+07   5.3801406e+07   5.5713274e+07   5.7700672e+07   5.9641781e+07   6.1621108e+07   6.3715101e+07   6.6063982e+07   6.8607629e+07   6.9899197e+07   7.2632507e+07
   1.5905051e-01   4.9580772e+06   5.6624174e+06   6.4085993e+06   7.2015130e+06   8.0087849e+06   8.8634252e+06   9.7327199e+06   1.0667823e+07   1.1617325e+07   1.2611358e+07   1.3705111e+07   1.4972320e+07   1.6384991e+07   1.7116953e+07   1.8775932e+07
   1.6509091e-01   4.1992059e+06   3.5348952e+06   2.9602343e+06   2.4577585e+06   2.0396148e+06   1.6790523e+06   1.3933887e+06   1.1535007e+06   9.8827870e+05   8.6945268e+05   8.2696303e+05   8.5949820e+05   9.7447920e+05   1.0624773e+06   1.4708200e+06
   1.7113131e-01   2.8024046e+07   2.6096217e+07   2.4290197e+07   2.2563230e+07   2.0970125e+07   1.9435330e+07   1.8026230e+07   1.6637486e+07   1.5377339e+07   1.4161925e+07   1.2995249e+07   1.1802004e+07   1.0623972e+07   1.0068949e+07   9.2178958e+06
   1.7717172e-01   6.4946213e+07   6.1961736e+07   5.9116840e+07   5.6344464e+07   5.3736289e+07   5.1180359e+07   4.8788709e+07   4.6390681e+07   4.4164624e+07   4.1979015e+07   3.9813846e+07   3.7528229e+07   3.5193961e+07   3.4062689e+07   3.2073472e+07
   1.8321212e-01   1.0571928e+08   1.0194996e+08   9.8325388e+07   9.4758025e+07   9.1368009e+07   8.8019793e+07   8.4860859e+07   8.1670661e+07   7.8682709e+07   7.5729157e+07   7.2769786e+07   6.9611636e+07   6.6349924e+07   6.4755135e+07   6.1840522e+07
   1.8925253e-01   1.4338797e+08   1.3913600e+08   1.3502345e+08   1.3094800e+08   1.2704843e+08   1.2317792e+08   1.1950800e+08   1.1578603e+08   1.1228250e+08   1.0880633e+08   1.0530210e+08   1.0154116e+08   9.7634341e+07   9.5715638e+07   9.2142880e+07
   1.9529293e-01   1.7320846e+08   1.6877579e+08   1.6446911e+08   1.6017791e+08   1.5604945e+08   1.5193675e+08   1.4802324e+08   1.4404236e+08   1.4028238e+08   1.3654246e+08   1.3275744e+08   1.2868034e+08   1.2442946e+08   1.2233601e+08   1.1839316e+08
   2.0133333e-01   1.9245885e+08   1.8812199e+08   1.8389204e+08   1.7965695e+08   1.7556298e+08   1.7147222e+08   1.6756839e+08   1.6358790e+08   1.5981855e+08   1.5606223e+08   1.5224955e+08   1.4813178e+08   1.4382696e+08   1.4170279e+08   1.3766993e+08
   2.0737374e-01   2.0016539e+08   1.9615635e+08   1.9223192e+08   1.8828453e+08   1.8445131e+08   1.8061052e+08   1.7693586e+08   1.7318130e+08   1.6961815e+08   1.6606171e+08   1.6244341e+08   1.5852726e+08   1.5442439e+08   1.5239676e+08   1.4852315e+08
   2.1341414e-01   1.9677200e+08   1.9326582e+08   1.8982090e+08   1.8633923e+08   1.8294241e+08   1.7952959e+08   1.7625638e+08   1.7290542e+08   1.6971895e+08   1.6653395e+08   1.6328682e+08   1.5976589e+08   1.5607014e+08   1.5424132e+08   1.5072909e+08
   2.1945455e-01   1.8378081e+08   1.8088949e+08   1.7803702e+08   1.7513857e+08   1.7229594e+08   1.6943158e+08   1.6667733e+08   1.6385193e+08   1.6115993e+08   1.5846541e+08   1.5571289e+08   1.5272311e+08   1.4957930e+08   1.4802175e+08   1.4501617e+08
   2.2549495e-01   1.6339017e+08   1.6116262e+08   1.5895398e+08   1.5669478e+08   1.5446488e+08   1.5221021e+08   1.5003585e+08   1.4780023e+08   1.4566563e+08   1.4352585e+08   1.4133561e+08   1.3895240e+08   1.3644190e+08   1.3519665e+08   1.3278258e+08
   2.3153535e-01   1.3815335e+08   1.3658033e+08   1.3500991e+08   1.3338866e+08   1.3177438e+08   1.3013483e+08   1.2854778e+08   1.2691135e+08   1.2534496e+08   1.2377203e+08   1.2215841e+08   1.2039928e+08   1.1854252e+08   1.1762043e+08   1.1582428e+08
   2.3757576e-01   1.1067686e+08   1.0969992e+08   1.0871361e+08   1.0767992e+08   1.0663615e+08   1.0556879e+08   1.0452996e+08   1.0345443e+08   1.0242147e+08   1.0138183e+08   1.0031237e+08   9.9143862e+07   9.7907540e+07   9.7292748e+07   9.6088930e+07
   2.4361616e-01   8.3372430e+07   8.2895566e+07   8.2402005e+07   8.1867408e+07   8.1311538e+07   8.0735493e+07   8.0169122e+07   7.9578391e+07   7.9007903e+07   7.8431614e+07   7.7836491e+07   7.7184261e+07   7.6491845e+07   7.6146992e+07   7.5467661e+07
   2.4965657e-01   5.8271125e+07   5.8173926e+07   5.8057218e+07   5.7907831e+07   5.7731841e+07   5.7540309e+07   5.7345412e+07   5.7137273e+07   5.6933138e+07   5.6724886e+07   5.6508003e+07   5.6268893e+07   5.6013213e+07   5.5885633e+07   5.5632482e+07
   2.5569697e-01   3.6902958e+07   3.7053918e+07   3.7186640e+07   3.7296142e+07   3.7379139e+07   3.7451922e+07   3.7514255e+07   3.7572577e+07   3.7625084e+07   3.7675717e+07   3.7726479e+07   3.7781216e+07   3.7837786e+07   3.7866103e+07   3.7922972e+07
   2.6173737e-01   2.0240068e+07   2.0509058e+07   2.0764464e+07   2.1006363e+07   2.1226481e+07   2.1441912e+07   2.1645389e+07   2.1851801e+07   2.2048755e+07   2.2246378e+07   2.2451010e+07   2.2676496e+07   2.2916416e+07   2.3036925e+07   2.3282107e+07
   2.6777778e-01   8.6975383e+06   8.9665168e+06   9.2290716e+06   9.4873516e+06   9.7321331e+06   9.9775228e+06   1.0214251e+07   1.0458425e+07   1.0694946e+07   1.0934741e+07   1.1186321e+07   1.1466544e+07   1.1767981e+07   1.1920349e+07   1.2237628e+07
   2.7381818e-01   2.1824749e+06   2.3537949e+06   2.5273963e+06   2.7048887e+06   2.8795101e+06   3.0594459e+06   3.2377305e+06   3.4256159e+06   3.6120089e+06   3.8041261e+06   4.0106864e+06   4.2455517e+06   4.5030678e+06   4.6349670e+06   4.9226682e+06
   2.7985859e-01   1.7973809e+05   1.8168278e+05   1.9518981e+05   2.1926855e+05   2.5219980e+05   2.9430419e+05   3.4422919e+05   4.0381865e+05   4.7111377e+05   5.4625071e+05   6.3652994e+05   7.4816373e+05   8.7939424e+05   9.4982976e+05   1.1274025e+06
   2.8589899e-01   1.8615905e+06   1.6510182e+06   1.4609667e+06   1.2864371e+06   1.1323949e+06   9.9037678e+05   8.6680962e+05   7.5127765e+05   6.5428025e+05   5.6677820e+05   4.9345062e+05   4.2977230e+05   3.7925308e+05   3.6048562e+05   3.7240067e+05
   2.9193939e-01   6.2084626e+06   5.7706966e+06   5.3613212e+06   4.9706056e+06   4.6108896e+06   4.2649768e+06   3.9480664e+06   3.6363487e+06   3.3542596e+06   3.0827733e+06   2.8232082e+06   2.5588286e+06   2.2990168e+06   2.1770950e+06   1.9940817e+06
   2.9797980e-01   1.2128961e+07   1.1475263e+07   1.0856148e+07   1.0257083e+07   9.6975870e+06   9.1526244e+06   8.6460616e+06   8.1411435e+06   7.6759997e+06   7.2219876e+06   6.7767844e+06   6.3114889e+06   5.8412469e+06   5.6152839e+06   5.2331452e+06
   3.0402020e-01   1.8568949e+07   1.7732075e+07   1.6933916e+07   1.6155629e+07   1.5422977e+07   1.4704635e+07   1.4032094e+07   1.3357433e+07   1.2730769e+07   1.2115201e+07   1.1504899e+07   1.0860145e+07   1.0201133e+07   9.8815444e+06   9.3179566e+06
   3.1006061e-01   2.4601818e+07   2.3630258e+07   2.2699310e+07   2.1786758e+07   2.0923112e+07   2.0072752e+07   1.9273038e+07   1.8467650e+07   1.7715877e+07   1.6974656e+07   1.6235124e+07   1.5449094e+07   1.4640635e+07   1.4246619e+07   1.3536441e+07
   3.1610101e-01   2.9494699e+07   2.8446231e+07   2.7438071e+07   2.6445861e+07   2.5503008e+07   2.4571805e+07   2.3693269e+07   2.2806058e+07   2.1975117e+07   2.1153761e+07   2.0330816e+07   1.9452626e+07   1.8545669e+07   1.8102233e+07   1.7291912e+07
   3.2214141e-01   3.2748063e+07   3.1683264e+07   3.0656482e+07   2.9642578e+07   2.8675879e+07   2.7718791e+07   2.6813586e+07   2.5897496e+07   2.5037321e+07   2.4185449e+07   2.3329267e+07   2.2412928e+07   2.1463744e+07   2.0998591e+07   2.0140255e+07
   3.2818182e-01   3.4108773e+07   3.3085041e+07   3.2095401e+07   3.1115285e+07   3.0178030e+07   2.9248156e+07   2.8366848e+07   2.7473359e+07   2.6632661e+07   2.5798791e+07   2.4958609e+07   2.4057300e+07   2.3121475e+07   2.2662041e+07   2.1807829e+07
   3.3422222e-01   3.3558910e+07   3.2625452e+07   3.1720986e+07   3.0822720e+07   2.9961335e+07   2.9105100e+07   2.8292059e+07   2.7466475e+07   2.6688258e+07   2.5915324e+07   2.5134873e+07   2.4295981e+07   2.3423209e+07   2.2994082e+07   2.2191180e+07
   3.4026263e-01   3.1284487e+07   3.0478614e+07   2.9695967e+07   2.8916488e+07   2.8166908e+07   2.7420419e+07   2.6710306e+07   2.5988152e+07   2.5306274e+07   2.4628184e+07   2.3942158e+07   2.3203433e+07   2.2433471e+07   2.2054379e+07   2.1341111e+07
   3.4630303e-01   2.7629432e+07   2.6974331e+07   2.6336540e+07   2.5699378e+07   2.5084787e+07   2.4471534e+07   2.3887077e+07   2.3291795e+07   2.2728765e+07   2.2168171e+07   2.1599933e+07   2.0986980e+07   2.0346978e+07   2.0031464e+07   1.9434660e+07
