% q Iq0 Iq_cross Iq_resonant Residual
0.0 0.0 -0.0 0.0 0.0
0.00014988021 0.0 -0.0 0.0 0.0
0.00029976043 0.0 -0.0 0.0 0.0
0.00044964064 0.0 -0.0 0.0 0.0
0.00059952086 0.0 -0.0 0.0 0.0
0.00074940107 0.0 -0.0 0.0 0.0
0.00089928128 0.0 -0.0 0.0 0.0
0.0010491615 0.0 -0.0 0.0 0.0
0.0011990417 0.0 -0.0 0.0 0.0
0.0013489219 0.0 -0.0 0.0 0.0
0.0014988021 0.0 -0.0 0.0 0.0
0.0016486824 0.0 -0.0 0.0 0.0
0.0017985626 0.0 -0.0 0.0 0.0
0.0019484428 0.0 -0.0 0.0 0.0
0.002098323 6583.9059640507885 349.5174008956736 19.183317403845805 338.0925970858482
0.0022482032 8690.123861935544 375.9474224119631 20.638439303330806 348.1707934334293
0.0023980834 10425.070847378807 450.4110494377909 25.295284463076225 393.8214203888595
0.0025479636 8523.326761258428 323.625461596506 18.296669235664584 276.7390832772759
0.0026978439 7375.160783117472 285.1852008339112 16.000321399068216 279.31783924749755
0.0028477241 6050.639872717002 227.76733539260735 12.809039356224998 238.33837798667733
0.0029976043 5205.958116833487 199.5546928885957 11.117092656881324 201.8759654183933
0.0031474845 4373.97097119774 163.23360097931874 9.12145184810938 182.57507769267454
0.0032973647 3807.5439579144863 146.71621644444141 8.23899176173088 155.13872280221798
0.0034472449 3073.333952919332 112.80806664478222 6.2627897466423885 122.68967454645497
0.0035971251 2627.2434367556903 94.74906800187453 5.2437480881086875 107.91298310926707
0.0037470054 2388.5965802387454 89.69481785757324 5.005898448156608 111.0307213912335
0.0038968856 3005.330883911902 134.61237432862112 7.624803099209452 183.6781187049307
0.0040467658 3906.6976396519344 173.25323463107583 9.265168455753042 104.65356438596054
0.004196646 3168.54819894316 124.04511389079559 6.424521284802041 58.028550809452305
0.0043465262 2673.706121894395 102.75762049961956 5.402046609245758 78.16715392241301
0.0044964064 2845.0917007059616 113.24344083366877 5.821457464228036 54.07823425530366
0.0046462866 1985.9380270272106 68.59729620771164 3.470761635763008 37.39307409154452
0.0047961669 1773.6032589367428 64.58714535968228 3.337201062518206 36.138259462100685
0.0049460471 1857.1939118950595 73.99345424303199 3.8819554220665893 41.58410365866043
0.0050959273 1710.846241202266 67.37592386276488 3.510211328503722 36.50890447007549
0.0052458075 1569.2483031448032 61.06847329662502 3.161820619106752 26.384654621131624
0.0053956877 1181.2063982010013 40.98581654857273 2.086098467046608 21.925226141598017
0.0055455679 1199.2506674761353 46.28142737778979 2.405186651215634 26.41671803993571
0.0056954481 1106.5811915645515 42.96404469613931 2.2450093373130517 22.358113733049905
0.0058453283 1005.7250119909218 39.02327232166431 2.0442236437008647 22.588061046905032
0.0059952086 918.448728894697 35.6761428937634 1.8744737754295564 18.542474249612653
0.0061450888 782.9922693789116 28.67077484269293 1.4716552942177488 14.952146325328764
0.006294969 684.8344062650204 24.552048975630164 1.28066258654191 17.681967732688815
0.0064448492 855.83104493558 37.348875819479694 2.038360697549765 29.775206248132374
0.0065947294 556.583915770207 17.956003960774805 0.8752386769666682 7.011791365562793
0.0067446096 605.097172618873 24.280423274775377 1.3232974389238406 20.41563942072274
0.0068944899 570.2726012889344 22.331399273449108 1.183098899422583 15.967988135687085
0.0070443701 517.3000918229976 19.880682998764215 1.0547993653432712 13.774930332088587
0.0071942503 471.82645884408754 17.987199697911883 0.9594978400643934 12.969623358842602
0.0073441305 468.7362417145348 18.575183485009383 1.000214004186212 15.597482871411398
0.0074940107 403.0485425439102 14.746797277770336 0.7703290097710236 9.090104579750221
0.0076438909 380.9852325566564 14.538373589453666 0.7856289068014134 14.684061316042271
0.0077937711 358.6034617175323 13.44662001961967 0.7127833989530463 8.94221159215293
0.0079436514 308.7788060884558 11.003669521496892 0.5859926760882919 9.183386254635192
0.0080935316 312.628151420734 11.884332418917484 0.6438684078292555 11.796803460573665
0.0082434118 298.0684475952595 11.115967708950043 0.5910917818113843 7.049613494239395
0.008393292 239.17376617720075 7.930453141284344 0.4195421163005193 7.667138377670372
0.0085431722 250.36907060544468 9.264502539752597 0.507017843565571 11.484998446849614
0.0086930524 261.31423168527823 9.995185547280789 0.5369373636862662 7.815679934553593
0.0088429326 204.57409010320427 6.731814069872815 0.3593523183714145 6.926424580887209
0.0089928129 204.77320227838936 7.267414173285262 0.3979689027055364 7.711461168835218
0.0091426931 201.30984727105954 7.284336550991506 0.3968599201451404 7.42272728299583
0.0092925733 196.1384900227082 7.165615617901562 0.393056422159683 8.07342664604454
0.0094424535 193.88896906198678 7.138318991725491 0.3875411272739219 6.436306543290226
0.0095923337 162.2610027922285 5.378469717124856 0.29286679322765014 5.056375832145267
0.0097422139 163.89034349886842 5.826896909438098 0.3231351977367492 6.1258078799427285
0.0098920941 155.58458681657464 5.377191084494278 0.2930082366713988 6.245507506913211
0.010041974 148.12177850054954 5.059516249367434 0.2757680407900223 6.1088219136931015
0.010191855 148.7875475797479 5.292147507826998 0.29302115019289826 6.560773219634535
0.010341735 140.7051735243046 4.917687245981369 0.27204829238995865 5.840076294939431
0.010491615 134.14993027869667 4.678321585701599 0.25993948631818303 4.861516457636861
0.010641495 130.83524284173174 4.645515795827882 0.2609852784307439 5.558108867290913
0.010791375 124.22561244337848 4.313951062461877 0.24129127838613787 4.46784153411197
0.010941256 122.17660436197905 4.321427257567426 0.24346478969346413 5.317555306411022
