   7.0000000e+01   8.7260000e+00   8.7970000e+00   8.8420000e+00   8.8740000e+00   8.8950000e+00   8.9100000e+00   8.9200000e+00   8.9270000e+00   8.9320000e+00   8.9360000e+00   8.9380000e+00   8.9390000e+00   8.9410000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.4988021e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.9976043e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   4.4964064e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.9952086e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   7.4940107e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   8.9928128e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.0491615e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.1990417e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.3489219e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.4988021e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.6486824e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.7985626e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.9484428e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0983230e-03   1.9200404e+03   1.3873285e+03   1.1396059e+03   9.7732181e+02   8.5204375e+02   8.3933587e+02   7.6052108e+02   7.1130146e+02   6.7591301e+02   6.6296824e+02   6.4374134e+02   6.6751938e+02   6.6585540e+02
   2.2482032e-03   3.6588234e+03   3.0996238e+03   2.8367764e+03   2.6652813e+03   2.5096439e+03   2.5667119e+03   2.4448896e+03   2.3768285e+03   2.3040198e+03   2.3015763e+03   2.2647310e+03   2.3285309e+03   2.3692572e+03
   2.3980834e-03   4.4552555e+03   3.8266496e+03   3.4999720e+03   3.3048336e+03   3.1630528e+03   3.1467060e+03   3.0651807e+03   3.0442412e+03   2.9559052e+03   2.9675027e+03   2.9471577e+03   2.9535615e+03   3.0852176e+03
   2.5479636e-03   4.2425413e+03   3.7891645e+03   3.5583953e+03   3.4364411e+03   3.3493763e+03   3.3382680e+03   3.2704714e+03   3.2552437e+03   3.1750386e+03   3.1966504e+03   3.1653357e+03   3.1768695e+03   3.3398803e+03
   2.6978439e-03   3.6158857e+03   3.1713219e+03   2.9758288e+03   2.8514290e+03   2.7843155e+03   2.7780645e+03   2.7199205e+03   2.7069311e+03   2.6359888e+03   2.6451911e+03   2.6150152e+03   2.6375612e+03   2.7342280e+03
   2.8477241e-03   3.0610216e+03   2.7018989e+03   2.5249858e+03   2.4397700e+03   2.3909062e+03   2.3831959e+03   2.3401944e+03   2.3263733e+03   2.2881600e+03   2.2871185e+03   2.2660915e+03   2.2688726e+03   2.3511692e+03
   2.9976043e-03   2.5694946e+03   2.2571504e+03   2.1086926e+03   2.0247240e+03   1.9740861e+03   1.9742707e+03   1.9315144e+03   1.9071022e+03   1.8776593e+03   1.8758403e+03   1.8569592e+03   1.8540327e+03   1.9237785e+03
   3.1474845e-03   2.2332062e+03   1.9546461e+03   1.8457870e+03   1.7672591e+03   1.7324679e+03   1.7419290e+03   1.7007282e+03   1.6904979e+03   1.6620898e+03   1.6571891e+03   1.6447949e+03   1.6430346e+03   1.6963431e+03
   3.2973647e-03   1.8818827e+03   1.6454092e+03   1.5414948e+03   1.4737956e+03   1.4457105e+03   1.4477365e+03   1.4097237e+03   1.4069665e+03   1.3804596e+03   1.3776887e+03   1.3679654e+03   1.3718431e+03   1.4155511e+03
   3.4472449e-03   1.5858618e+03   1.4001291e+03   1.3180253e+03   1.2665857e+03   1.2408557e+03   1.2416613e+03   1.2178334e+03   1.2079847e+03   1.1850573e+03   1.1861476e+03   1.1697066e+03   1.1724202e+03   1.2075659e+03
   3.5971251e-03   1.3792693e+03   1.2166384e+03   1.1500424e+03   1.1047370e+03   1.0857861e+03   1.0827822e+03   1.0673659e+03   1.0592237e+03   1.0337397e+03   1.0392487e+03   1.0226387e+03   1.0235183e+03   1.0533235e+03
   3.7470054e-03   1.2181243e+03   1.0600487e+03   9.8618918e+02   9.5565412e+02   9.3622771e+02   9.3880389e+02   9.2008041e+02   9.1376431e+02   8.9687794e+02   8.9922837e+02   8.8623968e+02   8.8759495e+02   9.0986235e+02
   3.8968856e-03   1.2732863e+03   1.0261727e+03   9.0830530e+02   8.6734074e+02   8.5004911e+02   8.5038129e+02   8.3096841e+02   8.1857563e+02   8.0584444e+02   8.0979929e+02   7.9595917e+02   7.9522066e+02   8.1860822e+02
   4.0467658e-03   1.5082513e+03   1.3389346e+03   1.2043973e+03   1.0963034e+03   1.0129420e+03   9.9422463e+02   9.5269967e+02   9.2978115e+02   8.9853182e+02   8.9376599e+02   8.7624213e+02   8.6711513e+02   9.0324347e+02
   4.1966460e-03   1.4101209e+03   1.3048332e+03   1.2103514e+03   1.1296836e+03   1.0557363e+03   1.0412520e+03   1.0031245e+03   9.8245204e+02   9.4328554e+02   9.4190857e+02   9.1851985e+02   9.0994302e+02   9.5378459e+02
   4.3465262e-03   1.2579907e+03   1.1153890e+03   1.0447199e+03   9.9501345e+02   9.4058409e+02   9.3544947e+02   9.0383521e+02   8.9152340e+02   8.5789207e+02   8.5613232e+02   8.3409574e+02   8.2893334e+02   8.6770862e+02
   4.4964064e-03   1.2195701e+03   1.1522771e+03   1.0574387e+03   9.7915873e+02   9.0246470e+02   8.9238822e+02   8.5268465e+02   8.3730677e+02   8.0332636e+02   7.9697551e+02   7.7279452e+02   7.6966574e+02   8.0843302e+02
   4.6462866e-03   1.0040611e+03   9.3627262e+02   8.9180634e+02   8.4992475e+02   7.9768771e+02   7.9847762e+02   7.7121970e+02   7.5724960e+02   7.2889093e+02   7.2519095e+02   7.0538731e+02   7.0193404e+02   7.4067662e+02
   4.7961669e-03   8.6490715e+02   7.9166297e+02   7.4997576e+02   7.1142742e+02   6.7128904e+02   6.6873251e+02   6.4880170e+02   6.3445160e+02   6.1164000e+02   6.0822772e+02   5.9786488e+02   5.9202549e+02   6.2121238e+02
   4.9460471e-03   8.2280489e+02   7.4718344e+02   6.9007770e+02   6.4826422e+02   6.0525450e+02   6.0159480e+02   5.8197319e+02   5.6665329e+02   5.4582270e+02   5.4284137e+02   5.3250464e+02   5.2904389e+02   5.5341679e+02
   5.0959273e-03   7.6573963e+02   6.9410792e+02   6.4734946e+02   6.0623476e+02   5.6634315e+02   5.6189940e+02   5.4350704e+02   5.2868885e+02   5.1004006e+02   5.0659112e+02   4.9370427e+02   4.9277903e+02   5.1560832e+02
   5.2458075e-03   7.0278948e+02   6.5022232e+02   6.0623665e+02   5.6660715e+02   5.2868349e+02   5.2259554e+02   5.0358482e+02   4.9150333e+02   4.7483827e+02   4.6966245e+02   4.6031335e+02   4.5711064e+02   4.8035217e+02
   5.3956877e-03   5.9798580e+02   5.5540983e+02   5.2755338e+02   5.0243954e+02   4.7495360e+02   4.7576376e+02   4.5801841e+02   4.5017282e+02   4.3457661e+02   4.3003098e+02   4.2287116e+02   4.1914651e+02   4.4026875e+02
   5.5455679e-03   5.5041659e+02   5.0106097e+02   4.6549681e+02   4.3674896e+02   4.1371921e+02   4.1073643e+02   3.9329386e+02   3.8625206e+02   3.7432531e+02   3.6922954e+02   3.6254996e+02   3.5977808e+02   3.7517795e+02
   5.6954481e-03   5.0329784e+02   4.6198702e+02   4.2808515e+02   4.0339423e+02   3.7875190e+02   3.7561972e+02   3.6177304e+02   3.5517748e+02   3.4263202e+02   3.4072012e+02   3.3372193e+02   3.3226324e+02   3.4648312e+02
   5.8453283e-03   4.6065001e+02   4.1839901e+02   3.8979413e+02   3.6784761e+02   3.4482071e+02   3.4417264e+02   3.3109439e+02   3.2540619e+02   3.1281781e+02   3.1146602e+02   3.0570765e+02   3.0388303e+02   3.1740325e+02
