% q Iq0 Iq_cross Iq_resonant Residual
0.1530101 47720218.27816708 -266397.4762843306 -2064.5099324446537 322794.96653012856
0.15905051 6306718.336494689 -80212.84692596075 1941.2128321611447 121108.13371663068
0.16509091 2067702.9755030826 51267.71545723889 1114.9534036370087 27168.177007072067
0.17113131 22136057.605050802 135590.7670199467 -2763.681560379168 135632.43199827237
0.17717172 55546593.563536465 180657.10578656016 -8190.028299720045 214585.40876443326
0.18321212 93428775.2944942 194410.6564577424 -13959.6695143459 270191.1477109819
0.18925253 129062174.02201234 184548.9298341708 -19174.26335482085 306141.8962410877
0.19529293 157808639.91177619 158272.57957327712 -23229.437840243085 324765.19091602624
0.20133333 176940494.3991501 122052.69366417268 -25790.01273798663 327946.8378608832
0.20737374 185389088.0129678 81489.65557982135 -26750.93765023582 317789.8446261208
0.21341414 183438518.22573915 41188.678841683926 -26193.619044602674 296806.07017996843
0.21945455 172391033.71508142 4699.272272884028 -24337.889225405717 267892.2581600164
0.22549495 154228954.62742403 -25466.958644080692 -21492.098908192303 234172.8562207064
0.23153535 131294107.36475319 -47812.599437166755 -18009.261023542556 198697.6964745393
0.23757576 106003745.57823353 -61744.19891733824 -14245.521075610388 164122.87876567832
0.24361616 80615413.5653664 -67452.97710964248 -10528.012563428307 132438.91196334246
0.24965657 57049293.15527992 -65760.76171001869 -7129.986277028404 104726.32541807093
0.25569697 36771352.56526072 -57953.56909854785 -4255.42172532067 81047.31016618645
0.26173737 20735687.97080083 -45613.23881178442 -2031.9774015446449 60612.88008766724
0.26777778 9380880.450583799 -30450.750170263873 -511.4870231008036 42223.0284510622
0.27381818 2671714.1195369493 -14158.144822112674 322.88334366198575 24824.446967764372
0.27985859 175663.76973060393 1719.204417620901 544.7622705432404 7905.58089445715
0.28589899 1162365.8071357126 15881.355558178439 269.44738813425965 8587.317842055521
0.29193939 4714233.91249611 27342.82623272894 -362.536010270035 23915.068689377298
0.2979798 9837157.800076962 35469.309880442146 -1201.7390124311087 37439.990362514465
0.3040202 15561792.778580517 39984.1616958753 -2104.5160903095375 48380.69779199494
0.31006061 21028013.226145692 40946.47543729854 -2945.2042617581446 56133.735700735866
0.31610101 25547561.40247232 38707.605036125504 -3624.9238355089356 60366.38693831037
0.32214141 28642362.073233638 33849.24526340786 -4076.8113452075627 61066.48668987449
0.32818182 30058418.006299194 27110.09044482005 -4267.692750803908 58547.448935783694
0.33422222 29757339.29631023 19310.100874211203 -4196.3550603730555 53407.704135037486
0.34026263 27889131.668030106 11274.130641368682 -3889.247322744465 46469.186905019254
0.34630303 24751178.28113231 3764.734770927172 -3394.1016806804832 38699.00510501495
0.35234343 20738841.99057978 -2574.6655682702053 -2772.480555603386 31110.61887183264
0.35838384 16293268.437829055 -7261.000043162442 -2091.9416501822843 24623.833364038444
0.36442424 11851514.007098384 -9995.810629033353 -1418.6014785659788 19803.678089643567
0.37046465 7803313.078385314 -10673.070336910443 -810.8057900652959 16511.271421147256
0.37650505 4457691.471594082 -9370.745500906602 -314.2744874970686 13882.879435752495
0.38254545 2021391.0646638172 -6327.997523416244 40.97872153585843 10905.834313193254
0.38858586 589742.7797875179 -1911.5660378838572 241.85320525690614 6958.869934511079
0.39462626 149424.72638721476 3425.0422766123356 291.58995790012136 1930.9503239338198
0.40066667 591514.7633642592 9186.179104780498 207.70121890688628 4108.8853789564955
0.40670707 1732454.7151358635 14878.19712254102 18.734751290347432 10534.197425787559
0.41274747 3340071.382126346 20049.84294051086 -239.68278180860855 16928.453626896557
0.41878788 5161624.606108481 24325.85987293448 -529.078807693643 22758.647226585017
0.42482828 6950980.293845588 27431.804910479994 -812.2026544522856 27560.433432960643
0.43086869 8492380.41096209 29208.535852166806 -1056.5709696265953 30979.382510820968
0.43690909 9618867.739860816 29616.407143910114 -1237.1825988596167 32801.43038113673
0.44294949 10224110.117946306 28729.320436005928 -1338.2416668160408 32965.74712798065
0.4489899 10267126.647804568 26720.029535139736 -1353.8150850845961 31561.461812606307
0.4550303 9770136.71896385 23838.46930899262 -1287.468175716977 28810.518703873153
0.46107071 8810394.033941094 20385.768011391006 -1150.9853530001242 25039.035271083107
0.46711111 7507349.236514491 16685.7183173569 -962.429885353377 20640.678728954284
0.47315152 6006825.419299974 13056.996104395776 -743.7407255778628 16036.977892410083
0.47919192 4464003.3434894215 9787.517901232943 -518.1898174868048 11638.160150470449
0.48523232 3026987.7081549224 7113.649714544691 -307.91089622597553 7807.812909672351
0.49127273 1822492.4508358943 5204.862725130058 -131.77947020603213 4840.631911398919
0.49731313 944861.2014321056 4155.263193572784 -3.777543284253828 2954.7402232578434
0.50335354 449200.65796378243 3981.6982396273575 68.00457085107759 2266.035096745566
0.50939394 348949.175538944 4628.399992038675 81.71257740120751 2654.3236814743373
0.51543434 617743.7830515514 5977.1236210689995 41.426159197491344 3924.288624731261
0.52147475 1195047.3298525084 7861.608999697534 -43.69934222909904 5934.4390447309115
0.52751515 1994677.2454015706 10084.75649354071 -160.72437268109556 8465.914326043112
0.53355556 2915171.0332212313 12437.088106216592 -294.47560165137486 11243.702766393579
0.53959596 3850826.858394448 14714.582361793684 -429.20365067016473 13984.472916491468
0.54563636 4702294.559705027 16734.785401296525 -550.1576355223602 16428.65869859071
0.55167677 5385718.538192657 18349.77516492312 -644.9432243825203 18362.04613343128
0.55771717 5839660.878490141 19455.350319579917 -704.5396345197214 19631.369460098373
0.56375758 6029302.778815943 19995.74772877707 -723.9171742721999 20152.569469588707
0.56979798 5947733.996729309 19964.119524220674 -702.2114441351691 19912.79273839436
0.57583838 5614429.7525940705 19398.829092348875 -642.4871067551009 18964.975101959073
0.58187879 5071287.69244972 18376.44758962545 -551.1328120771706 17418.28508725802
0.58791919 4376799.200245102 17002.138377579107 -436.98363702048 15422.695459973382
0.5939596 3599069.0651544854 15398.359824480418 -310.2884237064585 13152.303687966452
0.6 2808459.9425355643 13693.443516762733 -181.6002062972874 10787.595435578189
